"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","work_regularity","workLoad","mean_attendance","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
"2537",2537,29,"No","Travel_Rarely","Research & Development",16,3,"Medical","Female",1,"Manufacturing Director","Divorced",22100,8,11,1,11,4,7,1,6,15,"regular","normal",8.04134146341463,3,3,4,3,3
"2538",2538,42,"No","Travel_Rarely","Sales",2,4,"Medical","Female",2,"Research Director","Single",45390,4,17,1,8,5,0,0,0,28,"chronic_irregular","normal",6.59673819742489,3,3,4,3,3
"2539",2539,32,"Yes","Travel_Rarely","Research & Development",1,1,"Medical","Male",2,"Laboratory Technician","Single",27410,7,11,0,7,3,2,2,2,19,"regular","severe_workload",10.426694214876,3,3,3,2,2
"2540",2540,46,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences","Male",2,"Laboratory Technician","Divorced",34910,2,14,0,25,0,19,2,8,33,"regular","normal",7.88017543859649,3,3,1,1,3
"2541",2541,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Female",5,"Research Scientist","Married",45410,1,14,2,9,4,9,5,8,35,"irregular","normal",7.12420353982301,4,3,2,3,3
"2542",2542,29,"No","Travel_Rarely","Research & Development",1,2,"Medical","Male",3,"Sales Executive","Married",26780,1,25,1,1,3,1,0,0,24,"regular","normal",7.96337552742616,3,4,4,2,3
"2543",2543,43,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",1,"Manufacturing Director","Married",73790,7,13,2,21,3,16,6,14,34,"chronic_irregular","normal",6.28660792951542,2,3,1,3,3
"2544",2544,48,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",2,"Manager","Married",62720,4,14,0,29,3,22,12,9,32,"chronic_irregular","normal",6.08558951965065,2,3,4,2,3
"2545",2545,29,"Yes","Travel_Frequently","Research & Development",13,2,"Life Sciences","Female",1,"Laboratory Technician","Single",52200,1,17,0,1,3,1,1,0,32,"regular","normal",8.59921397379913,2,3,4,4,2
"2546",2546,46,"Yes","Travel_Rarely","Research & Development",4,4,"Medical","Female",2,"Sales Representative","Married",27430,5,25,1,14,1,8,0,7,21,"regular","normal",7.88820833333333,4,4,3,2,3
"2547",2547,27,"No","Travel_Frequently","Research & Development",16,4,"Medical","Male",3,"Healthcare Representative","Married",49980,0,20,2,8,3,7,7,3,25,"regular","normal",7.67826271186441,3,4,4,1,2
"2548",2548,39,"No","Travel_Rarely","Research & Development",2,3,"Technical Degree","Male",3,"Healthcare Representative","Divorced",102520,8,13,1,7,3,2,2,2,30,"chronic_irregular","normal",6.53528138528138,3,3,4,4,3
"2549",2549,55,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",1,"Human Resources","Married",27810,8,13,1,19,2,5,0,4,35,"chronic_irregular","normal",6.19053097345133,3,3,2,4,4
"2550",2550,28,"No","Travel_Rarely","Research & Development",29,2,"Life Sciences","Male",2,"Laboratory Technician","Married",68520,1,18,1,1,2,1,0,0,20,"irregular","normal",6.99356846473029,4,3,2,2,3
"2551",2551,30,"Yes","Travel_Rarely","Sales",12,4,"Life Sciences","Female",2,"Sales Executive","Single",49500,1,12,2,1,3,1,0,0,18,"regular","normal",7.68358024691358,3,3,2,4,2
"2552",2552,22,"Yes","Travel_Rarely","Research & Development",16,2,"Life Sciences","Female",2,"Laboratory Technician","Single",35790,1,19,3,1,3,1,0,0,19,"regular","severe_workload",10.5090082644628,3,3,4,2,3
"2553",2553,36,"No","Travel_Rarely","Research & Development",11,3,"Life Sciences","Male",1,"Sales Executive","Married",131910,1,14,1,10,2,10,1,7,31,"regular","severe_workload",9.49721739130435,2,3,2,3,3
"2554",2554,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Female",5,"Manager","Divorced",103770,1,14,0,10,2,10,0,2,18,"regular","normal",7.51703703703704,3,3,2,3,3
"2555",2555,34,"No","Travel_Rarely","Sales",14,2,"Technical Degree","Female",1,"Sales Executive","Married",22350,2,14,1,9,2,5,1,0,30,"regular","normal",8.09536796536796,3,3,3,4,3
"2556",2556,29,"No","Travel_Rarely","Research & Development",5,5,"Life Sciences","Female",1,"Sales Executive","Single",105020,3,12,0,11,4,3,1,2,19,"irregular","normal",7.07549586776859,2,3,4,1,3
"2557",2557,37,"No","Travel_Rarely","Research & Development",7,2,"Medical","Male",1,"Manufacturing Director","Married",20110,5,13,0,16,4,5,0,4,31,"regular","normal",8.70347826086956,4,3,4,1,3
"2558",2558,35,"No","Travel_Rarely","Sales",2,1,"Technical Degree","Male",2,"Laboratory Technician","Married",18590,0,25,1,4,2,3,0,2,19,"regular","severe_workload",10.5157851239669,2,4,4,2,3
"2559",2559,45,"No","Travel_Rarely","Research & Development",3,3,"Medical","Female",2,"Sales Executive","Married",37600,0,14,1,10,2,9,3,8,23,"irregular","normal",7.11403361344538,2,3,2,4,2
"2560",2560,36,"No","Travel_Frequently","Research & Development",5,3,"Medical","Female",4,"Manufacturing Director","Single",177790,1,17,1,10,5,10,0,8,30,"chronic_irregular","normal",6.53709956709957,1,3,2,4,2
"2561",2561,40,"No","Travel_Rarely","Research & Development",3,3,"Other","Male",1,"Sales Executive","Divorced",68330,2,13,0,22,3,19,11,16,33,"chronic_irregular","normal",6.80855263157895,3,3,1,1,3
"2562",2562,26,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences","Male",2,"Human Resources","Married",68120,1,13,0,1,2,1,1,0,20,"regular","severe_workload",9.30601659751037,2,3,2,3,2
"2563",2563,27,"No","Travel_Rarely","Research & Development",4,3,"Technical Degree","Male",2,"Manufacturing Director","Single",51710,0,20,1,9,1,8,0,7,30,"regular","normal",7.59354978354978,2,4,1,3,2
"2564",2564,48,"No","Travel_Frequently","Research & Development",2,3,"Life Sciences","Male",2,"Research Director","Divorced",197400,3,14,0,24,2,22,4,7,18,"irregular","normal",7.18592592592593,4,3,4,4,3
"2565",2565,44,"No","Travel_Rarely","Sales",1,2,"Medical","Male",4,"Manager","Married",187110,2,12,1,10,0,2,2,2,29,"irregular","normal",7.07814655172414,3,3,2,1,3
"2566",2566,34,"Yes","Non-Travel","Research & Development",27,2,"Life Sciences","Female",1,"Sales Representative","Married",36920,1,12,1,5,5,5,3,0,30,"regular","severe_workload",10.2142857142857,3,3,4,1,3
"2567",2567,56,"Yes","Travel_Rarely","Human Resources",1,2,"Medical","Female",5,"Sales Executive","Single",25590,1,21,0,5,3,4,1,0,21,"irregular","normal",6.89579166666667,3,4,1,4,3
"2568",2568,36,"No","Travel_Rarely","Research & Development",13,3,"Technical Degree","Female",3,"Healthcare Representative","Married",25170,2,14,0,12,3,4,1,3,25,"regular","normal",7.31936440677966,3,3,3,2,1
"2569",2569,41,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Female",1,"Sales Executive","Married",66230,5,18,0,14,3,5,1,4,28,"chronic_irregular","normal",6.39609442060086,3,3,NA,2,3
"2570",2570,42,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree","Female",2,"Sales Executive","Married",182650,9,12,1,18,4,13,5,7,31,"regular","normal",7.4155652173913,3,3,3,1,4
"2571",2571,31,"No","Travel_Rarely","Sales",9,4,"Life Sciences","Female",1,"Sales Executive","Divorced",161240,2,23,1,8,2,5,1,4,22,"regular","normal",8.31740585774059,2,4,3,4,3
"2572",2572,34,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences","Female",3,"Laboratory Technician","Married",25850,3,12,0,9,5,4,0,1,17,"regular","severe_workload",9.21385245901639,3,3,4,4,2
"2573",2573,31,"No","Travel_Rarely","Sales",25,2,"Life Sciences","Female",3,"Manufacturing Director","Divorced",182130,8,21,2,4,3,2,2,2,33,"chronic_irregular","normal",6.78324561403509,4,4,1,3,2
"2574",2574,26,"No","Travel_Frequently","Sales",16,2,"Life Sciences","Male",2,"Healthcare Representative","Married",83800,0,14,0,8,3,7,7,7,18,"chronic_irregular","normal",6.09477366255144,4,3,3,4,3
"2575",2575,45,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences","Female",2,"Manager","Single",29940,4,18,1,12,2,4,0,3,18,"regular","normal",7.7880658436214,3,3,2,3,3
"2576",2576,33,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Female",5,"Sales Executive","Single",12230,1,13,1,10,3,10,0,9,23,"chronic_irregular","normal",6.36693277310924,3,3,2,3,2
"2577",2577,28,"No","Travel_Frequently","Sales",8,3,"Life Sciences","Male",4,"Research Scientist","Married",11180,1,11,0,7,3,7,0,7,24,"regular","severe_workload",10.5957805907173,3,3,3,4,3
"2578",2578,29,"Yes","Travel_Frequently","Human Resources",2,4,"Human Resources","Male",2,"Sales Executive","Single",28750,1,11,0,1,3,1,0,0,17,"chronic_irregular","normal",6.78987704918033,3,3,3,1,3
"2579",2579,39,"No","Non-Travel","Research & Development",8,5,"Medical","Female",2,"Sales Representative","Married",188240,6,19,1,10,4,3,1,2,31,"chronic_irregular","normal",6.278,3,3,1,3,3
"2580",2580,27,"No","Travel_Rarely","Sales",3,2,"Technical Degree","Male",2,"Healthcare Representative","Married",135770,1,12,1,6,2,5,1,2,16,"regular","normal",7.28273469387755,3,3,2,2,2
"2581",2581,34,"No","Travel_Frequently","Research & Development",9,4,"Life Sciences","Female",2,"Manufacturing Director","Married",26250,1,12,3,16,4,15,6,11,17,"regular","heavily_worked",8.89827868852459,3,3,3,4,3
"2582",2582,28,"Yes","Travel_Rarely","Research & Development",25,3,"Technical Degree","Male",1,"Research Director","Single",187890,3,16,1,6,4,2,2,2,22,"regular","severe_workload",9.39330543933054,3,3,4,3,3
"2583",2583,47,"No","Non-Travel","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Married",45380,8,11,0,16,3,8,1,7,24,"chronic_irregular","normal",5.99561181434599,3,3,3,2,4
"2584",2584,56,"No","Travel_Rarely","Research & Development",4,3,"Technical Degree","Female",2,"Sales Executive","Married",198470,4,14,0,6,6,0,0,0,29,"regular","normal",7.90681034482759,3,3,4,1,NA
"2585",2585,39,"No","Travel_Rarely","Research & Development",1,3,"Other","Female",1,"Laboratory Technician","Married",105120,1,12,1,10,2,10,7,9,18,"irregular","normal",7.01777777777778,3,3,1,1,3
"2586",2586,38,"No","Travel_Frequently","Research & Development",4,2,"Medical","Female",1,"Manager","Divorced",44440,1,13,0,20,2,20,0,7,23,"regular","severe_workload",10.8002100840336,3,3,4,2,3
"2587",2587,58,"No","Travel_Rarely","Sales",5,3,"Marketing","Male",5,"Sales Representative","Married",21540,4,21,1,29,3,1,0,0,26,"regular","severe_workload",9.88102127659574,3,4,4,4,2
"2588",2588,32,"Yes","Travel_Frequently","Research & Development",9,3,"Life Sciences","Male",2,"Laboratory Technician","Single",191900,3,17,1,8,2,4,0,3,26,"regular","severe_workload",10.2202553191489,3,3,1,3,3
"2589",2589,38,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences","Female",1,"Sales Representative","Divorced",44900,2,21,1,10,1,5,0,3,21,"regular","normal",7.615875,3,4,2,4,4
"2590",2590,49,"No","Travel_Frequently","Sales",11,4,"Life Sciences","Male",2,"Research Scientist","Married",35060,3,11,1,28,4,5,4,3,23,"chronic_irregular","normal",6.3359243697479,2,3,2,4,3
"2591",2591,42,"No","Travel_Rarely","Sales",1,3,"Life Sciences","Female",1,"Sales Executive","Divorced",23720,3,12,1,14,3,0,0,0,26,"regular","normal",8.7036170212766,3,3,2,4,3
"2592",2592,27,"Yes","Travel_Frequently","Sales",8,1,"Life Sciences","Male",4,"Laboratory Technician","Married",102310,1,13,1,1,2,1,0,0,29,"chronic_irregular","normal",6.45327586206897,3,3,1,2,3
"2593",2593,35,"No","Travel_Rarely","Research & Development",25,1,"Medical","Male",1,"Sales Executive","Married",54100,0,18,0,6,4,5,0,4,25,"chronic_irregular","normal",6.59474576271186,3,3,2,1,1
"2594",2594,28,"No","Non-Travel","Research & Development",21,1,"Medical","Male",3,"Research Scientist","Single",79780,1,16,2,5,2,5,1,4,32,"chronic_irregular","normal",6.66602620087336,3,3,3,3,2
"2595",2595,31,"No","Non-Travel","Sales",23,1,"Medical","Male",1,"Sales Executive","Divorced",38670,1,11,1,4,4,4,2,3,18,"regular","severe_workload",9.78238683127572,4,3,3,1,4
"2596",2596,36,"No","Non-Travel","Research & Development",1,3,"Life Sciences","Male",2,"Research Scientist","Married",28380,1,19,2,5,5,5,0,2,21,"irregular","normal",7.08858333333333,1,3,1,2,3
"2597",2597,34,"No","Travel_Rarely","Sales",2,3,"Marketing","Male",4,"Healthcare Representative","Single",46950,1,16,1,14,2,14,2,1,29,"chronic_irregular","normal",5.99814655172414,3,3,1,4,2
"2598",2598,34,"No","Travel_Rarely","Research & Development",19,3,"Technical Degree","Female",1,"Research Director","Divorced",33390,1,16,0,9,2,8,1,1,21,"chronic_irregular","normal",6.76133333333333,2,3,4,3,2
"2599",2599,26,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",2,"Research Scientist","Single",20800,0,13,0,8,6,7,7,6,34,"chronic_irregular","normal",6.79480176211454,4,3,3,1,2
"2600",2600,29,"No","Travel_Rarely","Research & Development",2,4,"Other","Male",2,"Laboratory Technician","Married",20960,0,22,0,6,2,5,0,2,29,"regular","normal",7.75077586206897,4,4,1,1,2
"2601",2601,32,"No","Non-Travel","Research & Development",3,1,"Life Sciences","Male",3,"Manager","Divorced",62090,5,17,1,9,5,5,1,2,28,"chronic_irregular","normal",6.60347639484979,4,3,3,4,3
"2602",2602,31,"No","Travel_Frequently","Research & Development",25,5,"Technical Degree","Female",2,"Human Resources","Married",180610,1,14,1,10,2,10,8,7,22,"chronic_irregular","normal",6.87824267782427,3,3,4,1,3
"2603",2603,28,"Yes","Travel_Rarely","Sales",7,5,"Life Sciences","Female",2,"Sales Representative","Divorced",171230,5,15,1,6,2,4,0,3,28,"chronic_irregular","normal",6.2912017167382,2,3,3,4,2
"2604",2604,38,"No","Travel_Rarely","Research & Development",9,2,"Technical Degree","Male",3,"Sales Representative","Single",23720,4,12,0,20,3,1,0,0,27,"irregular","normal",7.18004273504274,2,3,1,1,2
"2605",2605,35,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Male",2,"Sales Representative","Married",48830,1,18,1,10,1,10,0,9,21,"regular","heavily_worked",8.80525,1,3,3,4,3
"2606",2606,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Female",1,"Manager","Single",39040,1,15,0,7,2,7,0,7,30,"regular","normal",7.9138961038961,3,3,4,4,3
"2607",2607,32,"No","Travel_Rarely","Research & Development",8,1,"Medical","Female",2,"Research Scientist","Single",46270,8,17,1,8,2,1,0,0,17,"regular","normal",7.29704918032787,2,3,4,4,3
"2608",2608,31,"Yes","Travel_Frequently","Research & Development",2,1,"Other","Male",3,"Sales Executive","Married",70940,1,14,1,10,2,10,0,8,25,"regular","severe_workload",10.3054237288136,3,3,1,4,3
"2609",2609,53,"Yes","Travel_Rarely","Research & Development",18,3,"Medical","Male",1,"Research Scientist","Single",34230,6,15,1,15,4,2,2,2,26,"regular","severe_workload",10.8030212765957,3,3,1,1,2
"2610",2610,54,"No","Travel_Rarely","Research & Development",14,3,"Other","Male",3,"Research Scientist","Married",66740,3,17,1,9,2,4,2,3,32,"regular","normal",7.91122270742358,3,3,1,3,2
"2611",2611,33,"No","Travel_Frequently","Research & Development",2,4,"Medical","Female",4,"Sales Executive","Divorced",168800,1,14,3,9,2,9,2,8,29,"regular","normal",7.88849137931035,3,3,4,3,3
"2612",2612,43,"No","Travel_Rarely","Research & Development",3,3,"Medical","Male",1,"Research Scientist","Married",90940,1,12,1,10,0,10,0,9,31,"regular","normal",7.49178260869565,3,3,1,3,3
"2613",2613,38,"No","Travel_Frequently","Research & Development",2,5,"Medical","Female",4,"Sales Executive","Married",84460,0,14,0,7,3,6,1,2,22,"regular","normal",8.01598326359833,2,3,4,2,3
"2614",2614,55,"No","Travel_Rarely","Sales",9,3,"Marketing","Male",2,"Laboratory Technician","Married",119160,4,15,1,35,3,10,1,4,24,"regular","normal",8.23784810126582,2,3,3,2,3
"2615",2615,31,"No","Travel_Rarely","Sales",6,3,"Other","Male",1,"Manufacturing Director","Divorced",45340,1,13,0,1,2,1,0,0,19,"regular","severe_workload",10.8004958677686,3,3,4,4,3
"2616",2616,39,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences","Male",2,"Sales Executive","Single",98520,0,12,1,21,5,20,11,10,18,"chronic_irregular","normal",6.10082304526749,2,3,2,1,3
"2617",2617,42,"No","Non-Travel","Research & Development",10,4,"Life Sciences","Female",2,"Research Scientist","Single",61510,1,13,1,20,3,20,3,7,28,"chronic_irregular","normal",6.59549356223176,3,3,4,3,3
"2618",2618,31,"No","Non-Travel","Research & Development",14,2,"Life Sciences","Male",2,"Healthcare Representative","Married",23020,4,14,0,13,3,11,4,8,32,"chronic_irregular","normal",6.11262008733624,3,3,3,3,4
"2619",2619,54,"No","Travel_Rarely","Research & Development",1,3,"Medical","Female",2,"Human Resources","Single",23620,6,13,1,9,2,5,1,4,31,"regular","severe_workload",10.4640434782609,4,3,3,1,3
"2620",2620,24,"No","Travel_Rarely","Research & Development",5,4,"Other","Male",1,"Manufacturing Director","Single",178610,1,11,2,4,5,4,1,2,19,"chronic_irregular","normal",6.87842975206612,1,3,2,3,2
"2621",2621,23,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences","Male",2,"Research Scientist","Single",191870,1,11,1,5,2,5,1,4,31,"irregular","normal",6.98865217391304,3,3,4,4,4
"2622",2622,40,"No","Travel_Frequently","Research & Development",21,3,"Medical","Female",3,"Research Scientist","Married",197170,1,21,0,10,1,10,9,4,31,"regular","normal",7.81086956521739,2,4,4,3,4
"2623",2623,40,"No","Travel_Rarely","Research & Development",8,1,"Medical","Female",5,"Research Scientist","Married",35440,3,18,3,15,3,11,5,10,20,"chronic_irregular","normal",6.20564315352697,2,3,2,2,3
"2624",2624,25,"No","Travel_Rarely","Sales",20,5,"Medical","Female",2,"Laboratory Technician","Married",85000,4,12,0,6,2,2,1,2,25,"chronic_irregular","normal",6.18656779661017,3,3,3,2,3
"2625",2625,30,"No","Travel_Rarely","Human Resources",20,4,"Life Sciences","Male",2,"Research Scientist","Married",46610,1,11,0,12,3,12,1,7,20,"chronic_irregular","normal",6.08302904564315,2,3,4,2,2
"2626",2626,25,"No","Travel_Rarely","Research & Development",7,2,"Medical","Male",5,"Sales Executive","Divorced",41030,6,15,1,7,2,2,0,2,31,"regular","severe_workload",10.1863043478261,3,3,4,3,2
"2627",2627,47,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",2,"Sales Executive","Single",42490,2,13,1,25,2,17,12,11,26,"regular","normal",7.80425531914894,2,3,1,3,3
"2628",2628,33,"No","Non-Travel","Research & Development",1,3,"Life Sciences","Male",2,"Research Scientist","Divorced",140260,1,12,0,1,4,1,0,0,26,"chronic_irregular","normal",6.20523404255319,3,3,2,3,2
"2629",2629,38,"No","Travel_Rarely","Research & Development",19,3,"Life Sciences","Female",2,"Sales Executive","Married",68930,0,17,0,16,3,15,5,8,20,"regular","normal",7.88763485477178,3,3,4,2,3
"2630",2630,31,"No","Travel_Rarely","Research & Development",10,4,"Medical","Female",3,"Sales Executive","Married",61250,0,13,1,3,3,2,1,2,20,"irregular","normal",7.20190871369295,3,3,1,3,3
"2631",2631,38,"No","Travel_Frequently","Research & Development",1,4,"Other","Male",2,"Research Scientist","Married",36690,2,19,0,10,2,8,7,7,18,"chronic_irregular","normal",6.50506172839506,3,3,1,3,3
"2632",2632,42,"No","Travel_Rarely","Research & Development",6,3,"Medical","Male",2,"Laboratory Technician","Divorced",100080,6,19,1,9,3,4,1,2,24,"regular","severe_workload",9.82,1,3,4,1,2
"2633",2633,41,"No","Travel_Rarely","Sales",2,2,"Medical","Male",1,"Healthcare Representative","Married",23870,3,17,1,12,1,5,1,0,24,"regular","normal",7.69223628691983,1,3,4,4,3
"2634",2634,47,"No","Non-Travel","Research & Development",21,2,"Medical","Male",1,"Sales Executive","Married",46390,0,11,1,14,2,13,5,12,28,"irregular","normal",7.1750643776824,2,3,3,2,1
"2635",2635,35,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences","Male",2,"Healthcare Representative","Married",78980,7,15,0,5,2,2,2,2,19,"regular","severe_workload",10.4344214876033,2,3,4,3,3
"2636",2636,22,"No","Travel_Rarely","Human Resources",12,1,"Human Resources","Male",2,"Sales Executive","Single",25340,0,11,0,4,1,3,1,2,18,"chronic_irregular","normal",6.43572016460905,3,3,4,3,4
